tag	subtag	field	subfield
338	8	CARRIER TYPE (R)	Field link and sequence number (R)
338	a	CARRIER TYPE (R)	Carrier type term (R)
338	b	CARRIER TYPE (R)	Carrier type code (R)
340	0	PHYSICAL MEDIUM (R)	Authority record control number or standard number (R)
340	1	PHYSICAL MEDIUM (R)	Real World Object URI
340	2	PHYSICAL MEDIUM (R)	Source (NR)
340	3	PHYSICAL MEDIUM (R)	Materials specified (NR)
340	6	PHYSICAL MEDIUM (R)	Linkage (NR)
340	8	PHYSICAL MEDIUM (R)	Field link and sequence number (R)
340	a	PHYSICAL MEDIUM (R)	Material base and configuration (R)
340	b	PHYSICAL MEDIUM (R)	Dimensions (R)
340	c	PHYSICAL MEDIUM (R)	Materials applied to surface (R)
340	d	PHYSICAL MEDIUM (R)	Information recording technique (R)
340	e	PHYSICAL MEDIUM (R)	Support (R)
340	f	PHYSICAL MEDIUM (R)	Production rate/ratio (R)
340	g	PHYSICAL MEDIUM (R)	Color content (R)
340	h	PHYSICAL MEDIUM (R)	Location within medium (R)
340	i	PHYSICAL MEDIUM (R)	Technical specifications of medium (R)
340	j	PHYSICAL MEDIUM (R)	Generation (R)
340	k	PHYSICAL MEDIUM (R)	Layout (R)
340	m	PHYSICAL MEDIUM (R)	Book format (R)
340	n	PHYSICAL MEDIUM (R)	Font size (R)
340	o	PHYSICAL MEDIUM (R)	Polarity (R)
340	p	PHYSICAL MEDIUM (R)	Illustrative content (R)
341	2	ACCESSIBILITY CONTENT (R)	Source (NR)
341	3	ACCESSIBILITY CONTENT (R)	Materials specified (NR)
341	6	ACCESSIBILITY CONTENT (R)	Linkage (NR)
341	8	ACCESSIBILITY CONTENT (R)	Field link and sequence number (R)
341	a	ACCESSIBILITY CONTENT (R)	Content access mode (NR)
341	b	ACCESSIBILITY CONTENT (R)	Textual assistive features (R)
341	c	ACCESSIBILITY CONTENT (R)	Visual assistive features (R)
341	d	ACCESSIBILITY CONTENT (R)	Auditory assistive features (R)
341	e	ACCESSIBILITY CONTENT (R)	Tactile assistive features (R)
342	2	GEOSPATIAL REFERENCE DATA (R)	Reference method used (NR)
342	6	GEOSPATIAL REFERENCE DATA (R)	Linkage (NR)
342	8	GEOSPATIAL REFERENCE DATA (R)	Field link and sequence number (R)
342	a	GEOSPATIAL REFERENCE DATA (R)	Name (NR)
342	b	GEOSPATIAL REFERENCE DATA (R)	Coordinate or distance units (NR)
342	c	GEOSPATIAL REFERENCE DATA (R)	Latitude resolution (NR)
342	d	GEOSPATIAL REFERENCE DATA (R)	Longitude resolution (NR)
342	e	GEOSPATIAL REFERENCE DATA (R)	Standard parallel or oblique line latitude (R)
342	f	GEOSPATIAL REFERENCE DATA (R)	Oblique line longitude (R)
342	g	GEOSPATIAL REFERENCE DATA (R)	Longitude of central meridian or projection center (NR)
342	h	GEOSPATIAL REFERENCE DATA (R)	Latitude of projection origin or projection center (NR)
342	i	GEOSPATIAL REFERENCE DATA (R)	False easting (NR)
342	j	GEOSPATIAL REFERENCE DATA (R)	False northing (NR)
342	k	GEOSPATIAL REFERENCE DATA (R)	Scale factor (NR)
342	l	GEOSPATIAL REFERENCE DATA (R)	Height of perspective point above surface (NR)
342	m	GEOSPATIAL REFERENCE DATA (R)	Azimuthal angle (NR)
342	n	GEOSPATIAL REFERENCE DATA (R)	Azimuth measure point longitude or straight vertical longitude from pole (NR)
342	o	GEOSPATIAL REFERENCE DATA (R)	Landsat number and path number (NR)
342	p	GEOSPATIAL REFERENCE DATA (R)	Zone identifier (NR)
342	q	GEOSPATIAL REFERENCE DATA (R)	Ellipsoid name (NR)
342	r	GEOSPATIAL REFERENCE DATA (R)	Semi-major axis (NR)
342	s	GEOSPATIAL REFERENCE DATA (R)	Denominator of flattening ratio (NR)
342	t	GEOSPATIAL REFERENCE DATA (R)	Vertical resolution (NR)
342	u	GEOSPATIAL REFERENCE DATA (R)	Vertical encoding method (NR)
342	v	GEOSPATIAL REFERENCE DATA (R)	Local planar, local, or other projection or grid description (NR)
342	w	GEOSPATIAL REFERENCE DATA (R)	Local planar or local georeference information (NR)
343	6	PLANAR COORDINATE DATA (R)	Linkage (NR)
343	8	PLANAR COORDINATE DATA (R)	Field link and sequence number (R)
343	a	PLANAR COORDINATE DATA (R)	Planar coordinate encoding method (NR)
343	b	PLANAR COORDINATE DATA (R)	Planar distance units (NR)
343	c	PLANAR COORDINATE DATA (R)	Abscissa resolution (NR)
343	d	PLANAR COORDINATE DATA (R)	Ordinate resolution (NR)
343	e	PLANAR COORDINATE DATA (R)	Distance resolution (NR)
343	f	PLANAR COORDINATE DATA (R)	Bearing resolution (NR)
343	g	PLANAR COORDINATE DATA (R)	Bearing units (NR)
343	h	PLANAR COORDINATE DATA (R)	Bearing reference direction (NR)
343	i	PLANAR COORDINATE DATA (R)	Bearing reference meridian (NR)
344	0	SOUND CHARACTERISTICS (R)	Authority record control number or standard number (R)
344	1	SOUND CHARACTERISTICS (R)	Real World Object URI (R)
344	2	SOUND CHARACTERISTICS (R)	Source (NR)
344	3	SOUND CHARACTERISTICS (R)	Materials specified (NR)
344	6	SOUND CHARACTERISTICS (R)	Linkage (NR)
344	8	SOUND CHARACTERISTICS (R)	Field link and sequence number (R)
344	a	SOUND CHARACTERISTICS (R)	Type of recording (R)
344	b	SOUND CHARACTERISTICS (R)	Recording medium (R)
344	c	SOUND CHARACTERISTICS (R)	Playing speed (R)
344	d	SOUND CHARACTERISTICS (R)	Groove characteristic (R)
344	e	SOUND CHARACTERISTICS (R)	Track configuration (R)
344	f	SOUND CHARACTERISTICS (R)	Tape configuration (R)
344	g	SOUND CHARACTERISTICS (R)	Configuration of playback channels (R)
344	h	SOUND CHARACTERISTICS (R)	Special playback characteristics (R)
345	0	MOVING IMAGE CHARACTERISTICS (R)	Authority record control number or standard number (R)
345	1	MOVING IMAGE CHARACTERISTICS (R)	Real World Object URI (R)
345	2	MOVING IMAGE CHARACTERISTICS (R)	Source (NR)
345	3	MOVING IMAGE CHARACTERISTICS (R)	Materials specified (NR)
345	6	MOVING IMAGE CHARACTERISTICS (R)	Linkage (NR)
345	8	MOVING IMAGE CHARACTERISTICS (R)	Field link and sequence number (R)
345	a	MOVING IMAGE CHARACTERISTICS (R)	Presentation format (R)
345	b	MOVING IMAGE CHARACTERISTICS (R)	Projection speed (R)
345	c	MOVING IMAGE CHARACTERISTICS (R)	Aspect ratio value (R)
345	d	MOVING IMAGE CHARACTERISTICS (R)	Aspect ratio designator (R)
346	0	VIDEO CHARACTERISTICS (R)	Authority record control number or standard number (R)
346	1	VIDEO CHARACTERISTICS (R)	Real World Object URI (R)
346	2	VIDEO CHARACTERISTICS (R)	Source (NR)
346	3	VIDEO CHARACTERISTICS (R)	Materials specified (NR)
346	6	VIDEO CHARACTERISTICS (R)	Linkage (NR)
346	8	VIDEO CHARACTERISTICS (R)	Field link and sequence number (R)
346	a	VIDEO CHARACTERISTICS (R)	Video format (R)
346	b	VIDEO CHARACTERISTICS (R)	Broadcast standard (R)
347	0	DIGITAL FILE CHARACTERISTICS (R)	Authority record control number or standard number (R)
347	1	DIGITAL FILE CHARACTERISTICS (R)	Real World Object URI (R)
347	2	DIGITAL FILE CHARACTERISTICS (R)	Source (NR)
347	3	DIGITAL FILE CHARACTERISTICS (R)	Materials specified (NR)
347	6	DIGITAL FILE CHARACTERISTICS (R)	Linkage (NR)
347	8	DIGITAL FILE CHARACTERISTICS (R)	Field link and sequence number (R)
347	a	DIGITAL FILE CHARACTERISTICS (R)	File type (R)
347	b	DIGITAL FILE CHARACTERISTICS (R)	Encoding format (R)
347	c	DIGITAL FILE CHARACTERISTICS (R)	File size (R)
347	d	DIGITAL FILE CHARACTERISTICS (R)	Resolution (R)
347	e	DIGITAL FILE CHARACTERISTICS (R)	Regional encoding (R)
347	f	DIGITAL FILE CHARACTERISTICS (R)	Encoded bitrate (R)
348	0	FORMAT OF NOTATED MUSIC (R)	Authority record control number or standard number (R)
348	1	FORMAT OF NOTATED MUSIC (R)	Real World Object URI (R)
348	2	FORMAT OF NOTATED MUSIC (R)	Source of term (NR)
348	3	FORMAT OF NOTATED MUSIC (R)	Materials specified (NR)
348	6	FORMAT OF NOTATED MUSIC (R)	Linkage (NR)
348	8	FORMAT OF NOTATED MUSIC (R)	Field link and sequence number (R)
348	a	FORMAT OF NOTATED MUSIC (R)	Format of notated music term (R)
348	b	FORMAT OF NOTATED MUSIC (R)	Format of notated music code (R)
350	6	PRICE (NR) (BK AM CF MU VM SE) [OBSOLETE]	Linkage (NR)
350	a	PRICE (NR) (BK AM CF MU VM SE) [OBSOLETE]	Price (R)
350	b	PRICE (NR) (BK AM CF MU VM SE) [OBSOLETE]	Form of issue (R)
351	3	ORGANIZATION AND ARRANGEMENT OF MATERIALS (R)	Materials specified (NR)
351	6	ORGANIZATION AND ARRANGEMENT OF MATERIALS (R)	Linkage (NR)
351	8	ORGANIZATION AND ARRANGEMENT OF MATERIALS (R)	Field link and sequence number (R)
351	a	ORGANIZATION AND ARRANGEMENT OF MATERIALS (R)	Organization (R)
351	b	ORGANIZATION AND ARRANGEMENT OF MATERIALS (R)	Arrangement (R)
351	c	ORGANIZATION AND ARRANGEMENT OF MATERIALS (R)	Hierarchical level (NR)
352	6	DIGITAL GRAPHIC REPRESENTATION (R)	Linkage (NR)
352	8	DIGITAL GRAPHIC REPRESENTATION (R)	Field link and sequence number (R)
352	a	DIGITAL GRAPHIC REPRESENTATION (R)	Direct reference method (NR)
352	b	DIGITAL GRAPHIC REPRESENTATION (R)	Object type (R)
352	c	DIGITAL GRAPHIC REPRESENTATION (R)	Object count (R)
352	d	DIGITAL GRAPHIC REPRESENTATION (R)	Row count (NR)
352	e	DIGITAL GRAPHIC REPRESENTATION (R)	Column count (NR)
352	f	DIGITAL GRAPHIC REPRESENTATION (R)	Vertical count (NR)
352	g	DIGITAL GRAPHIC REPRESENTATION (R)	VPF topology level (NR)
352	i	DIGITAL GRAPHIC REPRESENTATION (R)	Indirect reference description (NR)
352	q	DIGITAL GRAPHIC REPRESENTATION (R)	Format of the digital image (R)
355	6	SECURITY CLASSIFICATION CONTROL (R)	Linkage (NR)
355	8	SECURITY CLASSIFICATION CONTROL (R)	Field link and sequence number (R)
355	a	SECURITY CLASSIFICATION CONTROL (R)	Security classification (NR)
355	b	SECURITY CLASSIFICATION CONTROL (R)	Handling instructions (R)
355	c	SECURITY CLASSIFICATION CONTROL (R)	External dissemination information (R)
355	d	SECURITY CLASSIFICATION CONTROL (R)	Downgrading or declassification event (NR)
355	e	SECURITY CLASSIFICATION CONTROL (R)	Classification system (NR)
355	f	SECURITY CLASSIFICATION CONTROL (R)	Country of origin code (NR)
355	g	SECURITY CLASSIFICATION CONTROL (R)	Downgrading date (NR)
355	h	SECURITY CLASSIFICATION CONTROL (R)	Declassification date (NR)
355	j	SECURITY CLASSIFICATION CONTROL (R)	Authorization (R)
357	6	ORIGINATOR DISSEMINATION CONTROL (NR)	Linkage (NR)
357	8	ORIGINATOR DISSEMINATION CONTROL (NR)	Field link and sequence number (R)
357	a	ORIGINATOR DISSEMINATION CONTROL (NR)	Originator control term (NR)
357	b	ORIGINATOR DISSEMINATION CONTROL (NR)	Originating agency (R)
357	c	ORIGINATOR DISSEMINATION CONTROL (NR)	Authorized recipients of material (R)
357	g	ORIGINATOR DISSEMINATION CONTROL (NR)	Other restrictions (R)
359	a	RENTAL PRICE (VM) [OBSOLETE]	Rental price (NR)
362	6	DATES OF PUBLICATION AND/OR SEQUENTIAL DESIGNATION (R)	Linkage (NR)
362	8	DATES OF PUBLICATION AND/OR SEQUENTIAL DESIGNATION (R)	Field link and sequence number (R)
362	a	DATES OF PUBLICATION AND/OR SEQUENTIAL DESIGNATION (R)	Dates of publication and/or sequential designation (NR)
362	z	DATES OF PUBLICATION AND/OR SEQUENTIAL DESIGNATION (R)	Source of information (NR)
363	6	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Linkage (NR)
363	8	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Field link and sequence number (NR)
363	a	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	First level of enumeration (NR)
363	b	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Second level of enumeration (NR)
363	c	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Third level of enumeration (NR)
363	d	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Fourth level of enumeration (NR)
363	e	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Fifth level of enumeration (NR)
363	f	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Sixth level of enumeration (NR)
363	g	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Alternative numbering scheme, first level of enumeration (NR)
363	h	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Alternative numbering scheme, second level of enumeration (NR)
363	i	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	First level of chronology (NR)
363	j	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Second level of chronology (NR)
363	k	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Third level of chronology (NR)
363	l	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Fourth level of chronology (NR)
363	m	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Alternative numbering scheme, chronology (NR)
363	u	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	First level textual designation (NR)
363	v	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	First level of chronology, issuance (NR)
363	x	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Nonpublic note (R)
363	z	NORMALIZED DATE AND SEQUENTIAL DESIGNATION (R)	Public note (R)
365	2	TRADE PRICE (R)	Source of price type code (NR)
365	6	TRADE PRICE (R)	Linkage (NR)
365	8	TRADE PRICE (R)	Field link and sequence number (R)
365	a	TRADE PRICE (R)	Price type code (NR)
365	b	TRADE PRICE (R)	Price amount (NR)
365	c	TRADE PRICE (R)	Currency code (NR)
365	d	TRADE PRICE (R)	Unit of pricing (NR)
365	e	TRADE PRICE (R)	Price note (NR)
365	f	TRADE PRICE (R)	Price effective from (NR)
365	g	TRADE PRICE (R)	Price effective until (NR)
365	h	TRADE PRICE (R)	Tax rate 1 (NR)
365	i	TRADE PRICE (R)	Tax rate 2 (NR)
365	j	TRADE PRICE (R)	ISO country code (NR)
365	k	TRADE PRICE (R)	MARC country code (NR)
365	m	TRADE PRICE (R)	Identification of pricing entity (NR)
366	2	TRADE AVAILABILITY INFORMATION (R)	Source of availability status code (NR)
366	6	TRADE AVAILABILITY INFORMATION (R)	Linkage (NR)
366	8	TRADE AVAILABILITY INFORMATION (R)	Field link and sequence number (R)
366	a	TRADE AVAILABILITY INFORMATION (R)	Publishers' compressed title identification (NR)
366	b	TRADE AVAILABILITY INFORMATION (R)	Detailed date of publication (NR)
366	c	TRADE AVAILABILITY INFORMATION (R)	Availability status code (NR)
366	d	TRADE AVAILABILITY INFORMATION (R)	Expected next availability date (NR)
366	e	TRADE AVAILABILITY INFORMATION (R)	Note (NR)
366	f	TRADE AVAILABILITY INFORMATION (R)	Publishers' discount category (NR)
366	g	TRADE AVAILABILITY INFORMATION (R)	Date made out of print (NR)
366	j	TRADE AVAILABILITY INFORMATION (R)	ISO country code (NR)
366	k	TRADE AVAILABILITY INFORMATION (R)	MARC country code (NR)
366	m	TRADE AVAILABILITY INFORMATION (R)	Identification of agency (NR)
370	0	ASSOCIATED PLACE (R)	Authority record control number or standard number (R)
370	1	ASSOCIATED PLACE (R)	Real World Object URI (R)
370	2	ASSOCIATED PLACE (R)	Source of term (NR)
370	3	ASSOCIATED PLACE (R)	Materials specified (NR)
370	4	ASSOCIATED PLACE (R)	Relationship (R)
370	6	ASSOCIATED PLACE (R)	Linkage (NR)
370	8	ASSOCIATED PLACE (R)	Field link and sequence number (R)
370	c	ASSOCIATED PLACE (R)	Associated country (R)
370	f	ASSOCIATED PLACE (R)	Other associated place (R)
370	g	ASSOCIATED PLACE (R)	Place of origin of work or expression (R)
370	i	ASSOCIATED PLACE (R)	Relationship information (R)
370	s	ASSOCIATED PLACE (R)	Start period (NR)
370	t	ASSOCIATED PLACE (R)	End period (NR)
370	u	ASSOCIATED PLACE (R)	Uniform Resource Identifier (R)
370	v	ASSOCIATED PLACE (R)	Source of information (R)
377	0	ASSOCIATED LANGUAGE (R)	Authority record control number or standard number (R)
377	1	ASSOCIATED LANGUAGE (R)	Real World Object URI (R)
377	2	ASSOCIATED LANGUAGE (R)	Source (NR)
377	3	ASSOCIATED LANGUAGE (R)	Materials specified (NR)
377	6	ASSOCIATED LANGUAGE (R)	Linkage (NR)
377	8	ASSOCIATED LANGUAGE (R)	Field link and sequence number (R)
377	a	ASSOCIATED LANGUAGE (R)	Language code (R)
377	l	ASSOCIATED LANGUAGE (R)	Language term (R)
380	0	FORM OF WORK (R)	Authority record control number or standard number (R)
380	1	FORM OF WORK (R)	Real World Object URI (R)
380	2	FORM OF WORK (R)	Source of term (NR)
380	3	FORM OF WORK (R)	Materials specified (NR)
380	6	FORM OF WORK (R)	Linkage (NR)
380	8	FORM OF WORK (R)	Field link and sequence number (R)
380	a	FORM OF WORK (R)	Form of work (R)
381	0	OTHER DISTINGUISHING CHARACTERISTICS OF WORK OR EXPRESSION (R)	Authority record control number or standard number (R)
381	1	OTHER DISTINGUISHING CHARACTERISTICS OF WORK OR EXPRESSION (R)	Real World Object URI (R)
381	2	OTHER DISTINGUISHING CHARACTERISTICS OF WORK OR EXPRESSION (R)	Source of term (NR)
381	3	OTHER DISTINGUISHING CHARACTERISTICS OF WORK OR EXPRESSION (R)	Materials specified (NR)
381	6	OTHER DISTINGUISHING CHARACTERISTICS OF WORK OR EXPRESSION (R)	Linkage (NR)
381	8	OTHER DISTINGUISHING CHARACTERISTICS OF WORK OR EXPRESSION (R)	Field link and sequence number (R)
381	a	OTHER DISTINGUISHING CHARACTERISTICS OF WORK OR EXPRESSION (R)	Other distinguishing characteristic (R)
381	u	OTHER DISTINGUISHING CHARACTERISTICS OF WORK OR EXPRESSION (R)	Uniform Resource Identifier (R)
381	v	OTHER DISTINGUISHING CHARACTERISTICS OF WORK OR EXPRESSION (R)	Source of information (R)
382	0	MEDIUM OF PERFORMANCE (R)	Authority record control number or standard number (R)
382	1	MEDIUM OF PERFORMANCE (R)	Real World Object URI (R)
382	2	MEDIUM OF PERFORMANCE (R)	Source of term (NR)
382	3	MEDIUM OF PERFORMANCE (R)	Materials specified (NR)
382	6	MEDIUM OF PERFORMANCE (R)	Linkage (NR)
382	8	MEDIUM OF PERFORMANCE (R)	Field link and sequence number (R)
382	a	MEDIUM OF PERFORMANCE (R)	Medium of performance (R)
382	b	MEDIUM OF PERFORMANCE (R)	Soloist (R)
382	d	MEDIUM OF PERFORMANCE (R)	Doubling instrument (R)
382	e	MEDIUM OF PERFORMANCE (R)	Number of ensembles of the same type (R)
382	n	MEDIUM OF PERFORMANCE (R)	Number of performers of the same medium (R)
382	p	MEDIUM OF PERFORMANCE (R)	Alternative medium of performance (R)
382	r	MEDIUM OF PERFORMANCE (R)	Total number of individuals performing alongside ensembles (NR)
382	s	MEDIUM OF PERFORMANCE (R)	Total number of performers (NR)
382	t	MEDIUM OF PERFORMANCE (R)	Total number of ensembles (NR)
382	v	MEDIUM OF PERFORMANCE (R)	Note (R)
383	2	NUMERIC DESIGNATION OF MUSICAL WORK (R)	Source (NR)
383	3	NUMERIC DESIGNATION OF MUSICAL WORK (R)	Materials secified (NR)
383	6	NUMERIC DESIGNATION OF MUSICAL WORK (R)	Linkage (NR)
383	8	NUMERIC DESIGNATION OF MUSICAL WORK (R)	Field link and sequence number (R)
383	a	NUMERIC DESIGNATION OF MUSICAL WORK (R)	Serial number (R)
383	b	NUMERIC DESIGNATION OF MUSICAL WORK (R)	Opus number (R)
383	c	NUMERIC DESIGNATION OF MUSICAL WORK (R)	Thematic index number (R)
383	d	NUMERIC DESIGNATION OF MUSICAL WORK (R)	Thematic index code (NR)
383	e	NUMERIC DESIGNATION OF MUSICAL WORK (R)	Publisher associated with opus number (NR)
384	0	KEY (R)	Authority record control number or standard number (R)
384	1	KEY (R)	Real World Object URI (R)
384	3	KEY (R)	Materials specified (NR)
384	6	KEY (R)	Linkage (NR)
384	8	KEY (R)	Field link and sequence number (R)
384	a	KEY (R)	Key (NR)
385	0	AUDIENCE CHARACTERISTICS (R)	Authority record control number or standard number (R)
385	1	AUDIENCE CHARACTERISTICS (R)	Real World Object URI (R)
385	2	AUDIENCE CHARACTERISTICS (R)	Source (NR)
385	3	AUDIENCE CHARACTERISTICS (R)	Materials specified (NR)
385	6	AUDIENCE CHARACTERISTICS (R)	Linkage (NR)
385	8	AUDIENCE CHARACTERISTICS (R)	Field link and sequence number (R)
385	a	AUDIENCE CHARACTERISTICS (R)	Audience term (R)
385	b	AUDIENCE CHARACTERISTICS (R)	Audience code (R)
385	m	AUDIENCE CHARACTERISTICS (R)	Demographic group term (NR)
385	n	AUDIENCE CHARACTERISTICS (R)	Demographic group code (NR)
386	0	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Authority record control number or standard number (R)
386	1	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Real World Object URI (R)
386	2	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Source (NR)
386	3	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Materials specified (NR)
386	4	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Relationship (R)
386	6	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Linkage (NR)
386	8	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Field link and sequence number (R)
386	a	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Creator/contributor term (R)
386	b	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Creator/contributor code (R)
386	i	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Relationship information (R)
386	m	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Demographic group term (NR)
386	n	CREATOR/CONTRIBUTOR CHARACTERISTICS (R)	Demographic group code (NR)
388	0	TIME PERIOD OF CREATION (R)	Authority record control number or standard number (R)
388	1	TIME PERIOD OF CREATION (R)	Real World Object URI (R)
388	2	TIME PERIOD OF CREATION (R)	Source of term (NR)
388	3	TIME PERIOD OF CREATION (R)	Materials specified (NR)
388	6	TIME PERIOD OF CREATION (R)	Linkage (NR)
388	8	TIME PERIOD OF CREATION (R)	Field link and sequence number (R)
388	a	TIME PERIOD OF CREATION (R)	Time period of creation term (R)
400	4	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Relator code (R)
400	6	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Linkage (NR)
400	8	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Field link and sequence number  (R)
400	a	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Personal name (NR)
400	b	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Numeration (NR)
400	c	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Titles and other words associated with a name (R)
400	d	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Dates associated with a name (NR)
400	e	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Relator term (R)
400	f	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Date of a work (NR)
400	g	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Miscellaneous information (NR)
400	k	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Form subheading (R)
400	l	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Language of a work (NR)
400	n	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Number of part/section of a work (R)
400	p	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Name of part/section of a work (R)
400	q	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Fuller form of name (NR) [OBSOLETE]
400	t	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Title of a work (NR)
400	u	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Affiliation (NR)
400	v	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	Volume number/sequential designation  (NR)
400	x	SERIES STATEMENT/ADDED ENTRY--PERSONAL NAME  (R) [US-LOCAL]	International Standard Serial Number  (NR)
410	4	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Relator code (R)
410	6	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Linkage (NR)
410	8	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Field link and sequence number (R)
410	a	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Corporate name or jurisdiction name as entry element (NR)
410	b	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Subordinate unit (R)
410	c	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Location of meeting (NR)
410	d	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Date of meeting or treaty signing (R)
410	e	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Relator term (R)
410	f	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Date of a work (NR)
410	g	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Miscellaneous information (NR)
410	k	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Form subheading (R)
410	l	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Language of a work (NR)
410	n	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Number of part/section/meeting (R)
410	p	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Name of part/section of a work (R)
410	t	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Title of a work (NR)
410	u	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Affiliation (NR)
410	v	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	Volume number/sequential designation  (NR)
410	x	SERIES STATEMENT/ADDED ENTRY--CORPORATE NAME (R) [US-LOCAL]	International Standard Serial Number (NR)
411	4	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Relator code (R)
411	6	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Linkage (NR)
411	8	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Field link and sequence number (R)
411	a	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Meeting name or jurisdiction name as entry element (NR)
411	b	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Number  [OBSOLETE]
411	c	SERIES STATEMENT/ADDED ENTRY--MEETING NAME (R) [US-LOCAL]	Location of meeting (NR)
