tag	subtag	field	subfield
770	h	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Physical description (NR)
770	i	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Relationship information (R)
770	k	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Series data for related item (R)
770	m	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Material-specific details (NR)
770	n	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Note (R)
770	o	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Other item identifier (R)
770	q	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Parallel title (NR) (BK SE) [OBSOLETE]
770	r	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Report number (R)
770	s	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Uniform title (NR)
770	t	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Title (NR)
770	u	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Standard Technical Report Number (NR)
770	w	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Record control number (R)
770	x	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	International Standard Serial Number (NR)
770	y	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	CODEN designation (NR)
770	z	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	International Standard Book Number (R)
772	4	SUPPLEMENT PARENT ENTRY (R)	Relationship (R)
772	6	SUPPLEMENT PARENT ENTRY (R)	Linkage (NR)
772	7	SUPPLEMENT PARENT ENTRY (R)	Control subfield (NR)
772	8	SUPPLEMENT PARENT ENTRY (R)	Field link and sequence number (R)
772	a	SUPPLEMENT PARENT ENTRY (R)	Main entry heading (NR)
772	b	SUPPLEMENT PARENT ENTRY (R)	Edition (NR)
772	c	SUPPLEMENT PARENT ENTRY (R)	Qualifying information (NR)
772	d	SUPPLEMENT PARENT ENTRY (R)	Place, publisher, and date of publication (NR)
772	g	SUPPLEMENT PARENT ENTRY (R)	Related parts (R)
772	h	SUPPLEMENT PARENT ENTRY (R)	Physical description (NR)
772	i	SUPPLEMENT PARENT ENTRY (R)	Relationship information (R)
772	k	SUPPLEMENT PARENT ENTRY (R)	Series data for related item (R)
772	m	SUPPLEMENT PARENT ENTRY (R)	Material-specific details (NR)
772	n	SUPPLEMENT PARENT ENTRY (R)	Note (R)
772	o	SUPPLEMENT PARENT ENTRY (R)	Other item identifier (R)
772	q	SUPPLEMENT PARENT ENTRY (R)	Parallel title (NR) (BK SE) [OBSOLETE]
772	r	SUPPLEMENT PARENT ENTRY (R)	Report number (R)
772	s	SUPPLEMENT PARENT ENTRY (R)	Uniform title (NR)
772	t	SUPPLEMENT PARENT ENTRY (R)	Title (NR)
772	u	SUPPLEMENT PARENT ENTRY (R)	Standard Technical Report Number (NR)
772	w	SUPPLEMENT PARENT ENTRY (R)	Record control number (R)
772	x	SUPPLEMENT PARENT ENTRY (R)	International Standard Serial Number (NR)
772	y	SUPPLEMENT PARENT ENTRY (R)	CODEN designation (NR)
772	z	SUPPLEMENT PARENT ENTRY (R)	International Stan dard Book Number (R)
773	3	HOST ITEM ENTRY (R)	Materials specified (NR)
773	4	HOST ITEM ENTRY (R)	Relationship (R)
773	6	HOST ITEM ENTRY (R)	Linkage (NR)
773	7	HOST ITEM ENTRY (R)	Control subfield (NR)
773	8	HOST ITEM ENTRY (R)	Field link and sequence number (R)
773	a	HOST ITEM ENTRY (R)	Main entry heading (NR)
773	b	HOST ITEM ENTRY (R)	Edition (NR)
773	d	HOST ITEM ENTRY (R)	Place, publisher, and date of publication (NR)
773	g	HOST ITEM ENTRY (R)	Related parts (R)
773	h	HOST ITEM ENTRY (R)	Physical description (NR)
773	i	HOST ITEM ENTRY (R)	Relationship information (R)
773	k	HOST ITEM ENTRY (R)	Series data for related item (R)
773	m	HOST ITEM ENTRY (R)	Material-specific details (NR)
773	n	HOST ITEM ENTRY (R)	Note (R)
773	o	HOST ITEM ENTRY (R)	Other item identifier (R)
773	p	HOST ITEM ENTRY (R)	Abbreviated title (NR)
773	q	HOST ITEM ENTRY (R)	Enumeration and first page (NR)
773	r	HOST ITEM ENTRY (R)	Report number (R)
773	s	HOST ITEM ENTRY (R)	Uniform title (NR)
773	t	HOST ITEM ENTRY (R)	Title (NR)
773	u	HOST ITEM ENTRY (R)	Standard Technical Report Number (NR)
773	w	HOST ITEM ENTRY (R)	Record control number (R)
773	x	HOST ITEM ENTRY (R)	International Standard Serial Number (NR)
773	y	HOST ITEM ENTRY (R)	CODEN designation (NR)
773	z	HOST ITEM ENTRY (R)	International Standard Book Number (R)
774	4	CONSTITUENT UNIT ENTRY (R)	Relationship (R)
774	6	CONSTITUENT UNIT ENTRY (R)	Linkage (NR)
774	7	CONSTITUENT UNIT ENTRY (R)	Control subfield (NR)
774	8	CONSTITUENT UNIT ENTRY (R)	Field link and sequence number (R)
774	a	CONSTITUENT UNIT ENTRY (R)	Main entry heading (NR)
774	b	CONSTITUENT UNIT ENTRY (R)	Edition (NR)
774	c	CONSTITUENT UNIT ENTRY (R)	Qualifying information (NR)
774	d	CONSTITUENT UNIT ENTRY (R)	Place, publisher, and date of publication (NR)
774	g	CONSTITUENT UNIT ENTRY (R)	Related parts (R)
774	h	CONSTITUENT UNIT ENTRY (R)	Physical description (NR)
774	i	CONSTITUENT UNIT ENTRY (R)	Relationship information (R)
774	k	CONSTITUENT UNIT ENTRY (R)	Series data for related item (R)
774	m	CONSTITUENT UNIT ENTRY (R)	Material-specific details (NR)
774	n	CONSTITUENT UNIT ENTRY (R)	Note (R)
774	o	CONSTITUENT UNIT ENTRY (R)	Other item identifier (R)
774	r	CONSTITUENT UNIT ENTRY (R)	Report number (R)
774	s	CONSTITUENT UNIT ENTRY (R)	Uniform title (NR)
774	t	CONSTITUENT UNIT ENTRY (R)	Title (NR)
774	u	CONSTITUENT UNIT ENTRY (R)	Standard Technical Report Number (NR)
774	w	CONSTITUENT UNIT ENTRY (R)	Record control number (R)
774	x	CONSTITUENT UNIT ENTRY (R)	International Standard Serial Number (NR)
774	y	CONSTITUENT UNIT ENTRY (R)	CODEN designation (NR)
774	z	CONSTITUENT UNIT ENTRY (R)	International Standard Book Number (R)
775	4	OTHER EDITION ENTRY (R)	Relationship (R)
775	6	OTHER EDITION ENTRY (R)	Linkage (NR)
775	7	OTHER EDITION ENTRY (R)	Control subfield (NR)
775	8	OTHER EDITION ENTRY (R)	Field link and sequence number (R)
775	a	OTHER EDITION ENTRY (R)	Main entry heading (NR)
775	b	OTHER EDITION ENTRY (R)	Edition (NR)
775	c	OTHER EDITION ENTRY (R)	Qualifying information (NR)
775	d	OTHER EDITION ENTRY (R)	Place, publisher, and date of publication (NR)
775	e	OTHER EDITION ENTRY (R)	Language code (NR)
775	f	OTHER EDITION ENTRY (R)	Country code (NR)
775	g	OTHER EDITION ENTRY (R)	Related parts (R)
775	h	OTHER EDITION ENTRY (R)	Physical description (NR)
775	i	OTHER EDITION ENTRY (R)	Relationship information (R)
775	k	OTHER EDITION ENTRY (R)	Series data for related item (R)
775	m	OTHER EDITION ENTRY (R)	Material-specific details (NR)
775	n	OTHER EDITION ENTRY (R)	Note (R)
775	o	OTHER EDITION ENTRY (R)	Other item identifier (R)
775	q	OTHER EDITION ENTRY (R)	Parallel title (NR) (BK SE) [OBSOLETE]
775	r	OTHER EDITION ENTRY (R)	Report number (R)
775	s	OTHER EDITION ENTRY (R)	Uniform title (NR)
775	t	OTHER EDITION ENTRY (R)	Title (NR)
775	u	OTHER EDITION ENTRY (R)	Standard Technical Report Number (NR)
